Croco diel,Identified Proteins (1170),Accession Number,Molecular Weight,Protein Grouping Ambiguity,151222_WH8501diel_T1_2ug,151222_WH8501diel_T2_2ug,151222_WH8501diel_T3_2ug,151222_WH8501diel_T4_2ug,151222_WH8501diel_T5_2ug,151222_WH8501diel_T6_2ug,151222_WH8501diel_T7_2ug,151222_WH8501diel_T8_2ug,151222_WH8501diel_T9_2ug,151222_WH8501diel_T10_2ug,151222_WH8501diel_T11_2ug,151222_WH8501diel_T12_2ug,151222_WH8501diel_T13_2ug,151222_WH8501diel_T14_2ug,151222_WH8501diel_T15_2ug,151222_WH8501diel_T16_2ug
656,ZP_00514530 CwatDRAFT_5822 ABC transporter [Crocosphaera watsonii WH 8501],638429791,72 kDa,,15.426,7.5756,5.0073,4.0448,1.8934,0.89878,3.7345,2.7855,3.2731,0,5.3146,1.3003,2.2827,0,0,1.0008
657,ZP_00516690 CwatDRAFT_2994 stress protein [Crocosphaera watsonii WH 8501],638431968,22 kDa,,17.355,6.6287,5.0073,4.0448,2.8401,1.7976,0.93363,0,1.091,8.8186,8.8577,2.6006,4.5655,9.4248,5.7128,5.004
658,ZP_00513669 CwatDRAFT_6676 Retinal pigment epithelial membrane protein [Crocosphaera watsonii WH 8501],638428923,52 kDa,,12.534,3.7878,2.0029,1.0112,0,0,0,0,0,0,0,0,6.8482,7.3304,5.7128,3.0024
659,ZP_00518019 CwatDRAFT_1807 Protein of unknown function DUF224 [Crocosphaera watsonii WH 8501],638433301,34 kDa,,6.749,6.6287,1.0015,1.0112,0,0.89878,1.8673,0,0,3.307,4.4289,2.6006,6.8482,13.614,15.234,12.01
660,ZP_00518848 CwatDRAFT_0406 hypothetical protein [Crocosphaera watsonii WH 8501],638434137,24 kDa,,18.319,7.5756,1.0015,1.0112,0.94669,0.89878,0,2.7855,2.1821,4.4093,31.002,14.304,20.545,30.369,26.66,8.0064
661,ZP_00517606 CwatDRAFT_2082 Molybdenum cofactor biosynthesis protein [Crocosphaera watsonii WH 8501],638432889,44 kDa,,8.6773,5.6817,5.0073,7.0784,9.4669,13.482,15.872,14.856,10.91,4.4093,5.3146,5.2013,6.8482,5.236,6.6649,9.0072
662,ZP_00516513 CwatDRAFT_3277 Ribosomal protein L9 [Crocosphaera watsonii WH 8501],638431757,17 kDa,,17.355,10.417,13.019,8.0896,9.4669,7.1902,4.6681,9.2849,4.3641,8.8186,3.5431,15.604,6.8482,14.661,22.851,12.01
663,ZP_00517828 CwatDRAFT_1182 RNA binding S1 [Crocosphaera watsonii WH 8501],638433111,81 kDa,,4.8207,3.7878,1.0015,1.0112,0.94669,0.89878,0,1.857,0,0,0,0,0,0,0,0
664,ZP_00517317 CwatDRAFT_2921 ABC-1 [Crocosphaera watsonii WH 8501],638432603,67 kDa,,0.96415,0.94696,1.0015,1.0112,0,0,0,0,1.091,0,2.6573,0,0,0,0,0
665,ZP_00516839 CwatDRAFT_3221 similar to integral membrane protein [Crocosphaera watsonii WH 8501],638432120,80 kDa,,4.8207,5.6817,4.0058,5.056,11.36,11.684,11.204,7.4279,6.5462,6.6139,19.487,0,5.7069,12.566,4.7607,14.011
666,"ZP_00513935 CwatDRAFT_6237 Respiratory-chain NADH dehydrogenase, subunit 1 [Crocosphaera watsonii WH 8501]",638429190,41 kDa,,11.57,17.045,19.028,22.246,14.2,16.178,17.739,17.641,14.183,8.8186,16.83,7.8019,10.272,15.708,13.33,15.012
667,ZP_00518462 CwatDRAFT_1137 Plastid and cyanobacterial ribosomal protein PSRP-3/Ycf65 [Crocosphaera watsonii WH 8501],638433747,12 kDa,,17.355,12.31,9.0131,5.056,4.7335,4.4939,3.7345,4.6424,2.1821,17.637,7.9719,24.706,9.131,14.661,16.186,12.01
668,"ZP_00517655 CwatDRAFT_2518 RNA methyltransferase TrmH, group 3 [Crocosphaera watsonii WH 8501]",638432942,32 kDa,,4.8207,2.8409,4.0058,7.0784,11.36,7.1902,9.3363,6.4994,9.8193,11.023,15.944,7.8019,7.9896,6.2832,7.6171,5.004
669,ZP_00514659 CwatDRAFT_5512 Deoxyribodipyrimidine photolyase [Crocosphaera watsonii WH 8501],638429921,60 kDa,,3.8566,7.5756,2.0029,6.0672,6.6268,6.2914,4.6681,4.6424,3.2731,3.307,3.5431,1.3003,0,3.1416,1.9043,1.0008
670,"ZP_00518707 CwatDRAFT_1361 extracellular solute-binding protein, family 1 [Crocosphaera watsonii WH 8501]",638433995,48 kDa,,3.8566,8.5226,11.016,13.146,5.6801,4.4939,0,1.857,2.1821,0,1.7715,2.6006,1.1414,1.0472,0.95213,2.0016
671,ZP_00518326 CwatDRAFT_1055 hypothetical protein [Crocosphaera watsonii WH 8501],638433611,28 kDa,,13.498,0,1.0015,3.0336,2.8401,1.7976,2.8009,0.92849,7.6372,2.2046,7.0862,3.901,6.8482,0,0,5.004
672,ZP_00516082 CwatDRAFT_3915 hypothetical protein [Crocosphaera watsonii WH 8501],638431359,24 kDa,,11.57,9.4696,14.02,13.146,9.4669,10.785,12.137,1.857,4.3641,14.33,8.8577,19.505,15.979,19.897,11.426,8.0064
673,ZP_00517834 CwatDRAFT_1727 hypothetical protein [Crocosphaera watsonii WH 8501],638433116,20 kDa,,16.391,17.045,10.015,8.0896,5.6801,2.6963,4.6681,9.2849,10.91,5.5116,0,5.2013,5.7069,13.614,19.995,20.016
674,ZP_00517824 CwatDRAFT_1178 Radical SAM [Crocosphaera watsonii WH 8501],638433107,38 kDa,,18.319,21.78,29.042,13.146,1.8934,0,0,0,0,0,0.88577,0,0,8.3776,16.186,23.019
675,ZP_00517934 CwatDRAFT_1694 hypothetical protein [Crocosphaera watsonii WH 8501],638433219,17 kDa,,7.7132,7.5756,8.0116,8.0896,8.5202,6.2914,6.5354,4.6424,9.8193,4.4093,4.4289,7.8019,9.131,8.3776,8.5692,4.0032
676,ZP_00517785 CwatDRAFT_1493 hypothetical protein [Crocosphaera watsonii WH 8501],638433065,74 kDa,,3.8566,3.7878,4.0058,5.056,6.6268,5.3927,4.6681,2.7855,1.091,4.4093,4.4289,46.812,20.545,24.086,4.7607,1.0008
677,ZP_00519356 CwatDRAFT_0052 Polysaccharide pyruvyl transferase [Crocosphaera watsonii WH 8501],638434647,38 kDa,,2.8924,2.8409,2.0029,2.0224,0,1.7976,0.93363,0.92849,2.1821,2.2046,7.0862,0,3.4241,1.0472,1.9043,0
678,"ZP_00515816 CwatDRAFT_4213 Glycosyl transferase, group 1 [Crocosphaera watsonii WH 8501]",638431077,48 kDa,,1.9283,0.94696,2.0029,2.0224,5.6801,2.6963,2.8009,2.7855,1.091,1.1023,0,0,2.2827,1.0472,0.95213,2.0016
679,"ZP_00519146 CwatDRAFT_0161 Cytochrome b559, alpha subunit [Crocosphaera watsonii WH 8501]",638434437,9 kDa,,5.7849,6.6287,5.0073,6.0672,2.8401,4.4939,2.8009,1.857,3.2731,0,1.7715,18.204,7.9896,12.566,6.6649,6.0048
680,ZP_00514807 CwatDRAFT_5668 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430069,68 kDa,,36.638,42.613,12.017,1.0112,0,0,0,0,0,0,0,0,1.1414,3.1416,7.6171,11.009
681,"ZP_00516955 CwatDRAFT_2817 Tryptophan synthase, beta chain [Crocosphaera watsonii WH 8501]",638432243,45 kDa,,16.391,17.992,12.017,13.146,6.6268,6.2914,11.204,12.07,10.91,3.307,4.4289,3.901,6.8482,7.3304,4.7607,0
682,ZP_00513733 CwatDRAFT_6642 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638428988,72 kDa,,26.996,11.363,2.0029,0,0,0,0,0,0,0,0,0,0,4.1888,8.5692,7.0056
683,ZP_00515785 CwatDRAFT_4179 Protein of unknown function DUF1092 [Crocosphaera watsonii WH 8501],638431066,33 kDa,,4.8207,0.94696,4.0058,0,3.7868,4.4939,5.6018,2.7855,4.3641,5.5116,7.0862,5.2013,3.4241,3.1416,3.8085,1.0008
684,ZP_00515977 CwatDRAFT_3716 Coenzyme A biosynthesis protein:Cytidyltransferase-related [Crocosphaera watsonii WH 8501],638431246,18 kDa,,10.606,14.204,14.02,8.0896,3.7868,4.4939,8.4026,9.2849,5.4551,9.9209,1.7715,9.1022,10.272,7.3304,6.6649,9.0072
685,ZP_00516636 CwatDRAFT_3136 hypothetical protein [Crocosphaera watsonii WH 8501],638431925,14 kDa,,7.7132,12.31,7.0102,10.112,7.5735,6.2914,4.6681,4.6424,2.1821,4.4093,4.4289,6.5016,7.9896,9.4248,12.378,11.009
686,ZP_00516935 CwatDRAFT_2950 3-dehydroquinate synthase [Crocosphaera watsonii WH 8501],638432221,40 kDa,,8.6773,6.6287,9.0131,4.0448,3.7868,2.6963,5.6018,2.7855,1.091,2.2046,5.3146,2.6006,3.4241,1.0472,0.95213,3.0024
687,"ZP_00513909 CwatDRAFT_6548 Aminotransferase, class I and II [Crocosphaera watsonii WH 8501]",638429164,43 kDa,,7.7132,8.5226,5.0073,6.0672,7.5735,7.1902,6.5354,10.213,4.3641,8.8186,7.0862,1.3003,9.131,6.2832,5.7128,7.0056
688,ZP_00514922 CwatDRAFT_4896 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430184,19 kDa,,10.606,5.6817,3.0044,6.0672,3.7868,10.785,6.5354,5.5709,1.091,5.5116,2.6573,13.003,7.9896,12.566,10.473,2.0016
689,ZP_00515529 CwatDRAFT_4606 Glycine cleavage H-protein [Crocosphaera watsonii WH 8501],638430770,15 kDa,,12.534,16.098,21.03,16.179,14.2,13.482,15.872,11.142,6.5462,15.432,11.515,35.109,14.838,21.991,9.5213,7.0056
690,ZP_00517852 CwatDRAFT_1836 hypothetical protein [Crocosphaera watsonii WH 8501],638433127,30 kDa,,9.6415,8.5226,13.019,9.1008,4.7335,8.089,6.5354,1.857,6.5462,5.5116,1.7715,2.6006,5.7069,1.0472,6.6649,11.009
691,"ZP_00517973 CwatDRAFT_1325 Histidinol-phosphate phosphatase:HAD-superfamily hydrolase, subfamily IIIA [Crocosphaera watsonii WH 8501]",638433260,22 kDa,,12.534,11.363,3.0044,2.0224,1.8934,2.6963,2.8009,1.857,2.1821,3.307,6.2004,3.901,9.131,11.519,7.6171,6.0048
692,ZP_00517158 CwatDRAFT_2891 hypothetical protein [Crocosphaera watsonii WH 8501],638432439,29 kDa,,12.534,11.363,7.0102,9.1008,6.6268,8.089,2.8009,4.6424,5.4551,9.9209,10.629,15.604,4.5655,17.802,11.426,7.0056
693,ZP_00519037 CwatDRAFT_0676 Ferredoxin-dependent bilin reductase [Crocosphaera watsonii WH 8501],638434327,29 kDa,1,27.96,3.7878,2.0029,1.0112,0,0.89878,0.93363,2.7855,12.001,3.307,19.487,6.5016,14.838,17.802,9.5213,7.0056
694,ZP_00517975 CwatDRAFT_1327 hypothetical protein [Crocosphaera watsonii WH 8501],638433262,24 kDa,,8.6773,4.7348,6.0087,3.0336,5.6801,4.4939,4.6681,1.857,3.2731,3.307,2.6573,5.2013,6.8482,11.519,10.473,11.009
695,ZP_00517861 CwatDRAFT_1601 hypothetical protein [Crocosphaera watsonii WH 8501],638433142,25 kDa,,6.749,4.7348,8.0116,17.19,9.4669,8.9878,4.6681,4.6424,4.3641,8.8186,12.401,9.1022,10.272,4.1888,2.8564,2.0016
696,ZP_00514548 CwatDRAFT_5814 Conserved hypothetical protein 48 [Crocosphaera watsonii WH 8501],638429809,38 kDa,,0,0,0,1.0112,0,0,0,0.92849,2.1821,0,1.7715,0,0,0,0,0
697,"ZP_00518904 CwatDRAFT_0738 extracellular solute-binding protein, family 5 [Crocosphaera watsonii WH 8501]",638434193,66 kDa,,8.6773,8.5226,6.0087,6.0672,7.5735,5.3927,2.8009,0.92849,1.091,1.1023,1.7715,1.3003,1.1414,2.0944,1.9043,1.0008
698,ZP_00517424 CwatDRAFT_2315 Alpha/beta hydrolase fold [Crocosphaera watsonii WH 8501],638432711,34 kDa,,0,2.8409,1.0015,4.0448,3.7868,3.5951,3.7345,2.7855,3.2731,6.6139,5.3146,0,0,0,0,0
699,ZP_00516796 CwatDRAFT_2503 hypothetical protein [Crocosphaera watsonii WH 8501],638432071,69 kDa,,5.7849,7.5756,9.0131,6.0672,1.8934,1.7976,2.8009,0.92849,0,0,0,0,1.1414,0,0,0
700,ZP_00515161 CwatDRAFT_5032 hypothetical protein [Crocosphaera watsonii WH 8501],638430426,19 kDa,,9.6415,7.5756,11.016,5.056,5.6801,7.1902,5.6018,8.3564,5.4551,4.4093,6.2004,6.5016,5.7069,7.3304,10.473,9.0072
701,ZP_00513927 CwatDRAFT_6535 Peptide chain release factor 3:Small GTP-binding protein domain [Crocosphaera watsonii WH 8501],638429182,61 kDa,,1.9283,0,0,4.0448,2.8401,4.4939,4.6681,3.7139,3.2731,2.2046,6.2004,1.3003,3.4241,2.0944,0,0
702,ZP_00517838 CwatDRAFT_1734 ABC transporter [Crocosphaera watsonii WH 8501],638433120,65 kDa,,3.8566,3.7878,2.0029,0,0,0.89878,0.93363,0,0,0,0,0,0,1.0472,0.95213,0
703,ZP_00515947 CwatDRAFT_4157 Adenine phosphoribosyl transferase [Crocosphaera watsonii WH 8501],638431215,19 kDa,,6.749,7.5756,9.0131,8.0896,8.5202,8.089,6.5354,6.4994,3.2731,11.023,6.2004,15.604,12.555,16.755,15.234,12.01
704,ZP_00518009 CwatDRAFT_1749 GCN5-related N-acetyltransferase [Crocosphaera watsonii WH 8501],638433285,33 kDa,,0,1.8939,0,1.0112,0.94669,0,0,0,0,0,0,0,1.1414,0,0,0
705,ZP_00516706 CwatDRAFT_3013 Small GTP-binding protein domain:GTP-binding:GTP-binding protein Era [Crocosphaera watsonii WH 8501],638431974,35 kDa,,7.7132,8.5226,5.0073,5.056,6.6268,4.4939,5.6018,4.6424,4.3641,5.5116,6.2004,1.3003,4.5655,5.236,2.8564,3.0024
706,ZP_00514967 CwatDRAFT_5173 Protein of unknown function DUF1499 [Crocosphaera watsonii WH 8501],638430230,19 kDa,,12.534,12.31,13.019,13.146,16.094,17.077,15.872,12.07,14.183,20.944,9.7435,15.604,15.979,19.897,13.33,11.009
707,ZP_00519366 CwatDRAFT_0096 hypothetical protein [Crocosphaera watsonii WH 8501],638434655,13 kDa,1,0,0.94696,5.0073,3.0336,0.94669,3.5951,2.8009,5.5709,2.1821,4.4093,1.7715,10.403,5.7069,5.236,1.9043,3.0024
708,ZP_00517039 CwatDRAFT_2405 Ribosomal protein S9 [Crocosphaera watsonii WH 8501],638432318,15 kDa,,3.8566,5.6817,8.0116,3.0336,0.94669,0.89878,2.8009,12.999,8.7282,2.2046,0.88577,0,3.4241,9.4248,7.6171,5.004
709,ZP_00519130 CwatDRAFT_0373 3-phosphoshikimate 1-carboxyvinyltransferase [Crocosphaera watsonii WH 8501],638434419,47 kDa,,7.7132,3.7878,6.0087,6.0672,0,1.7976,1.8673,4.6424,2.1821,3.307,5.3146,0,2.2827,2.0944,0.95213,0
710,ZP_00519263 CwatDRAFT_0320 UDP-glucose 6-dehydrogenase [Crocosphaera watsonii WH 8501],638434551,49 kDa,,26.032,24.621,9.0131,3.0336,0,0,0,0,1.091,0,1.7715,0,6.8482,10.472,11.426,10.008
711,"ZP_00519187 CwatDRAFT_0515 NADH ubiquinone oxidoreductase, 20 kDa subunit [Crocosphaera watsonii WH 8501]",638434476,35 kDa,,0,0,0,1.0112,5.6801,12.583,9.3363,9.2849,6.5462,5.5116,1.7715,1.3003,0,0,0,1.0008
712,ZP_00514271 CwatDRAFT_5275 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429530,21 kDa,,38.566,36.931,21.03,7.0784,0,0,0,0,0,0,0,0,7.9896,10.472,15.234,19.015
713,"ZP_00517031 CwatDRAFT_2397 Adenylate kinase, subfamily [Crocosphaera watsonii WH 8501]",638432310,21 kDa,,12.534,8.5226,9.0131,8.0896,2.8401,2.6963,6.5354,8.3564,2.1821,5.5116,5.3146,6.5016,2.2827,14.661,10.473,2.0016
714,"ZP_00514772 CwatDRAFT_5575 Peptidase M20D, amidohydrolase [Crocosphaera watsonii WH 8501]",638430034,45 kDa,,10.606,8.5226,4.0058,7.0784,6.6268,5.3927,7.469,6.4994,5.4551,6.6139,6.2004,1.3003,4.5655,4.1888,8.5692,4.0032
715,ZP_00515304 CwatDRAFT_4775 probable delta(24)-sterol C-methyltransferase [Crocosphaera watsonii WH 8501],638430649,37 kDa,,4.8207,5.6817,6.0087,3.0336,4.7335,3.5951,3.7345,3.7139,4.3641,2.2046,3.5431,1.3003,3.4241,4.1888,4.7607,7.0056
716,"ZP_00516735 CwatDRAFT_2858 Glutamate--cysteine ligase, GCS2 [Crocosphaera watsonii WH 8501]",638431990,43 kDa,,0.96415,0.94696,0,1.0112,2.8401,3.5951,3.7345,1.857,3.2731,1.1023,0.88577,0,1.1414,1.0472,0,0
717,ZP_00517221 CwatDRAFT_2696 Squalene/phytoene synthase [Crocosphaera watsonii WH 8501],638432500,30 kDa,,15.426,22.727,26.038,12.134,0,0,0,0,0,0,0,0,0,7.3304,13.33,11.009
718,ZP_00514273 CwatDRAFT_5276 Inositol-1(or 4)-monophosphatase [Crocosphaera watsonii WH 8501],638429532,30 kDa,,6.749,8.5226,9.0131,11.123,7.5735,11.684,9.3363,8.3564,10.91,5.5116,9.7435,2.6006,9.131,7.3304,3.8085,4.0032
719,ZP_00519380 CwatDRAFT_0129 hypothetical protein [Crocosphaera watsonii WH 8501],638434671,63 kDa,,0.96415,1.8939,0,1.0112,0,1.7976,0.93363,0.92849,1.091,0,0,0,0,1.0472,0,0
720,ZP_00518852 CwatDRAFT_0821 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Crocosphaera watsonii WH 8501],638434142,47 kDa,,10.606,10.417,7.0102,6.0672,6.6268,5.3927,4.6681,1.857,0,0,6.2004,5.2013,13.696,20.944,15.234,16.013
721,ZP_00517755 CwatDRAFT_1688 Protein of unknown function UPF0061 [Crocosphaera watsonii WH 8501],638433037,65 kDa,,5.7849,3.7878,1.0015,6.0672,0,0,0,0,0,1.1023,0.88577,0,0,0,0,0
722,ZP_00517874 CwatDRAFT_1917 hypothetical protein [Crocosphaera watsonii WH 8501],638433154,10 kDa,,4.8207,7.5756,8.0116,11.123,12.307,9.8866,9.3363,11.142,4.3641,11.023,4.4289,18.204,7.9896,13.614,13.33,7.0056
723,ZP_00515014 CwatDRAFT_4940 Phosphoribosylglycinamide formyltransferase [Crocosphaera watsonii WH 8501],638430279,23 kDa,,5.7849,4.7348,3.0044,4.0448,4.7335,4.4939,3.7345,2.7855,4.3641,8.8186,4.4289,5.2013,6.8482,7.3304,5.7128,7.0056
724,ZP_00517215 CwatDRAFT_3126 Periplasmic solute binding protein [Crocosphaera watsonii WH 8501],638432487,36 kDa,,18.319,6.6287,10.015,14.157,5.6801,4.4939,7.469,4.6424,3.2731,2.2046,8.8577,2.6006,4.5655,8.3776,4.7607,3.0024
725,ZP_00516664 CwatDRAFT_2740 hypothetical protein [Crocosphaera watsonii WH 8501],638431943,15 kDa,,2.8924,0.94696,3.0044,3.0336,1.8934,2.6963,2.8009,0.92849,0,0,3.5431,5.2013,1.1414,2.0944,6.6649,4.0032
726,"ZP_00514992 CwatDRAFT_5160 extracellular solute-binding protein, family 1 [Crocosphaera watsonii WH 8501]",638430257,38 kDa,,0,0.94696,21.03,34.381,33.134,35.052,14.004,2.7855,0,0,0,0,0,0,0,0
727,ZP_00515926 CwatDRAFT_3995 hypothetical protein [Crocosphaera watsonii WH 8501],638431194,50 kDa,1,1.9283,1.8939,2.0029,2.0224,0.94669,1.7976,1.8673,1.857,2.1821,1.1023,2.6573,1.3003,2.2827,3.1416,2.8564,3.0024
728,ZP_00517259 CwatDRAFT_2969 Inositol monophosphatase [Crocosphaera watsonii WH 8501],638432544,32 kDa,,2.8924,11.363,7.0102,7.0784,0.94669,2.6963,2.8009,1.857,4.3641,3.307,4.4289,6.5016,7.9896,7.3304,3.8085,3.0024
729,ZP_00519203 CwatDRAFT_0174 CTP synthase [Crocosphaera watsonii WH 8501],638434491,60 kDa,,0,1.8939,2.0029,6.0672,2.8401,5.3927,6.5354,1.857,4.3641,2.2046,7.9719,0,1.1414,1.0472,0,0
730,ZP_00519219 CwatDRAFT_0223 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638434505,30 kDa,,4.8207,6.6287,8.0116,7.0784,0.94669,4.4939,9.3363,5.5709,3.2731,5.5116,10.629,5.2013,4.5655,10.472,12.378,9.0072
731,ZP_00518949 CwatDRAFT_0322 hypothetical protein [Crocosphaera watsonii WH 8501],638434241,35 kDa,,9.6415,4.7348,5.0073,11.123,10.414,10.785,6.5354,8.3564,5.4551,11.023,7.0862,1.3003,6.8482,4.1888,3.8085,4.0032
732,ZP_00515638 CwatDRAFT_4423 similar to Phytoene dehydrogenase and related proteins [Crocosphaera watsonii WH 8501],638430905,57 kDa,,1.9283,0,0,0,0,0.89878,0,0.92849,0,0,1.7715,0,0,1.0472,0,0
733,ZP_00515960 CwatDRAFT_4150 Oxidoreductase alpha (molybdopterin) subunit [Crocosphaera watsonii WH 8501],638431228,83 kDa,,3.8566,1.8939,0,2.0224,0.94669,1.7976,0.93363,0.92849,0,0,1.7715,0,0,2.0944,1.9043,1.0008
734,ZP_00515243 CwatDRAFT_4704 Protein of unknown function CP12 [Crocosphaera watsonii WH 8501],638430536,8 kDa,,18.319,19.886,15.022,19.213,14.2,8.9878,9.3363,10.213,6.5462,9.9209,4.4289,11.703,7.9896,7.3304,8.5692,9.0072
735,ZP_00518401 CwatDRAFT_1272 Arginine biosynthesis protein ArgJ [Crocosphaera watsonii WH 8501],638433691,44 kDa,,15.426,11.363,12.017,8.0896,7.5735,7.1902,6.5354,8.3564,10.91,6.6139,7.9719,9.1022,6.8482,10.472,7.6171,9.0072
736,ZP_00517182 CwatDRAFT_2602 Retinal pigment epithelial membrane protein [Crocosphaera watsonii WH 8501],638432461,52 kDa,,6.749,6.6287,3.0044,1.0112,0,0,0,0,3.2731,1.1023,0,1.3003,0,1.0472,0.95213,4.0032
737,"ZP_00519365 CwatDRAFT_0095 HAD-superfamily hydrolase, subfamily IIIA:HAD superfamily (subfamily IIIA) phosphatase [Crocosphaera watsonii WH 8501]",638434657,21 kDa,,10.606,11.363,8.0116,7.0784,11.36,7.1902,10.27,11.142,9.8193,3.307,7.9719,0,13.696,7.3304,10.473,12.01
738,ZP_00513729 CwatDRAFT_6122 Copper response defect 1 [Crocosphaera watsonii WH 8501],638428984,41 kDa,1,3.8566,1.8939,2.0029,1.0112,1.8934,1.7976,0.93363,0.92849,1.091,3.307,7.9719,6.5016,14.838,13.614,13.33,15.012
739,ZP_00517316 CwatDRAFT_2920 hypothetical protein [Crocosphaera watsonii WH 8501],638432602,12 kDa,,11.57,12.31,13.019,12.134,15.147,11.684,14.004,11.142,10.91,15.432,9.7435,13.003,10.272,10.472,14.282,14.011
740,ZP_00518943 CwatDRAFT_0624 hypothetical protein [Crocosphaera watsonii WH 8501],638434229,39 kDa,,5.7849,3.7878,2.0029,3.0336,3.7868,3.5951,0.93363,2.7855,3.2731,3.307,0,0,0,1.0472,1.9043,2.0016
741,ZP_00517608 CwatDRAFT_2085 Chorismate synthase [Crocosphaera watsonii WH 8501],638432891,39 kDa,,3.8566,4.7348,2.0029,4.0448,4.7335,5.3927,4.6681,2.7855,8.7282,6.6139,8.8577,9.1022,3.4241,3.1416,2.8564,1.0008
742,ZP_00515727 CwatDRAFT_4254 Small GTP-binding protein domain:GTP-binding [Crocosphaera watsonii WH 8501],638431021,53 kDa,,0,0,0,0,0,0.89878,0.93363,2.7855,4.3641,0,7.0862,0,2.2827,0,0,0
743,ZP_00519044 CwatDRAFT_0506 hypothetical protein [Crocosphaera watsonii WH 8501],638434336,11 kDa,,1.9283,6.6287,9.0131,8.0896,8.5202,7.1902,9.3363,7.4279,15.274,11.023,8.8577,9.1022,4.5655,13.614,7.6171,12.01
744,ZP_00516732 CwatDRAFT_2855 hypothetical protein [Crocosphaera watsonii WH 8501],638431994,18 kDa,,9.6415,7.5756,8.0116,6.0672,7.5735,7.1902,6.5354,9.2849,5.4551,3.307,4.4289,6.5016,4.5655,5.236,5.7128,8.0064
745,ZP_00518045 CwatDRAFT_0937 MscS Mechanosensitive ion channel [Crocosphaera watsonii WH 8501],638433319,68 kDa,,4.8207,4.7348,7.0102,10.112,6.6268,8.089,9.3363,7.4279,6.5462,2.2046,2.6573,0,5.7069,5.236,3.8085,4.0032
746,ZP_00515545 CwatDRAFT_4623 Beta-ketoacyl-acyl carrier protein synthase III (FabH) [Crocosphaera watsonii WH 8501],638430733,35 kDa,,9.6415,8.5226,5.0073,5.056,5.6801,8.089,6.5354,8.3564,8.7282,5.5116,7.9719,3.901,7.9896,6.2832,11.426,6.0048
747,ZP_00518089 CwatDRAFT_1631 hypothetical protein [Crocosphaera watsonii WH 8501],638433376,50 kDa,,0,1.8939,1.0015,0,0,0,0,0,0,0,0,0,0,0,0,0
748,ZP_00515519 CwatDRAFT_4595 similar to nucleoside-diphosphate-sugar epimerases [Crocosphaera watsonii WH 8501],638430799-DECOY,?,,0.96415,0,0,0,1.8934,0,0.93363,0,1.091,0,0.88577,0,0,1.0472,0,0
749,ZP_00516390 CwatDRAFT_3822 Nitrogenase MoFe cofactor biosynthesis protein NifE [Crocosphaera watsonii WH 8501],638431673,52 kDa,,0,0.94696,0,0,7.5735,20.672,9.3363,3.7139,0,0,0,0,0,0,0,0
750,ZP_00515519 CwatDRAFT_4595 similar to nucleoside-diphosphate-sugar epimerases [Crocosphaera watsonii WH 8501],638430799,55 kDa,,3.8566,0,3.0044,0,0,0.89878,0.93363,0,0,0,0,1.3003,0,0,0,0
751,"ZP_00515437 CwatDRAFT_4502 Heat shock protein DnaJ, N-terminal:Chaperone DnaJ, C-terminal [Crocosphaera watsonii WH 8501]",638430737,43 kDa,,0,0,0,0,0,0,0.93363,0,0,0,2.6573,0,0,0,0.95213,0
752,ZP_00517451 CwatDRAFT_2349 RNA-binding region RNP-1  (RNA recognition motif) [Crocosphaera watsonii WH 8501],638432716,9 kDa,,7.7132,11.363,12.017,12.134,6.6268,7.1902,9.3363,12.07,6.5462,12.126,3.5431,10.403,4.5655,14.661,5.7128,1.0008
753,ZP_00515261 CwatDRAFT_4729 Acetyl-CoA biotin carboxyl carrier [Crocosphaera watsonii WH 8501],638430575,17 kDa,,11.57,6.6287,21.03,17.19,9.4669,11.684,9.3363,7.4279,6.5462,18.739,6.2004,22.105,14.838,14.661,7.6171,10.008
754,ZP_00518393 CwatDRAFT_1345 Low molecular weight phosphotyrosine protein phosphatase [Crocosphaera watsonii WH 8501],638433678,18 kDa,,3.8566,1.8939,2.0029,2.0224,0,0.89878,1.8673,0.92849,0,0,3.5431,1.3003,2.2827,5.236,4.7607,5.004
755,ZP_00515470 CwatDRAFT_4540 Molybdopterin cofactor biosynthesis protein MoaC [Crocosphaera watsonii WH 8501],638430786,19 kDa,,0.96415,0,0,0,0.94669,0,0,1.857,2.1821,1.1023,0,2.6006,1.1414,0,0.95213,0
756,ZP_00517504 CwatDRAFT_2040 GrpE protein [Crocosphaera watsonii WH 8501],638432786,21 kDa,,14.462,10.417,3.0044,6.0672,2.8401,3.5951,5.6018,6.4994,1.091,4.4093,0,2.6006,2.2827,3.1416,2.8564,1.0008
757,"ZP_00518325 CwatDRAFT_1056 Glycosyl transferase, family 2:TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501]",638433610,45 kDa,,5.7849,1.8939,4.0058,3.0336,3.7868,7.1902,5.6018,5.5709,3.2731,3.307,4.4289,2.6006,4.5655,4.1888,3.8085,4.0032
