croco diel 2015,Identified Proteins (1725),Accession Number,Molecular Weight,Protein Grouping Ambiguity,c02,c04,c06,c08,c10,c12,c14,c16,c18,c20,c22,c24
548,ZP_00516394 CwatDRAFT_3826 Protein of unknown function DUF683 [Crocosphaera watsonii WH 8501],638431677,9 kDa,,10.649,4.8903,0.96741,0,2.3975,14.216,12.776,15.284,23.508,13.03,8.7968,1.9724
549,ZP_00515662 CwatDRAFT_4352 Ribosomal protein L25 [Crocosphaera watsonii WH 8501],638430930,12 kDa,,9.6812,11.737,14.511,6.7211,3.5963,7.6547,13.688,10.508,3.0662,4.0092,10.556,7.8895
550,ZP_00517648 CwatDRAFT_2024 similar to Zn-dependent proteases and their inactivated homologs [Crocosphaera watsonii WH 8501],638432918,50 kDa,,2.9044,11.737,10.641,13.442,9.5901,8.7482,10.951,7.6418,6.1324,7.0161,10.556,6.9033
551,ZP_00513927 CwatDRAFT_6535 Peptide chain release factor 3:Small GTP-binding protein domain [Crocosphaera watsonii WH 8501],638429182,61 kDa,,0,2.9342,1.9348,2.2404,1.1988,2.187,2.7377,2.8657,2.0441,3.0069,2.639,3.9448
552,ZP_00514858 CwatDRAFT_5612 Macrophage migration inhibitory factor [Crocosphaera watsonii WH 8501],638430120,13 kDa,,11.617,12.715,9.6741,11.202,13.186,9.8417,11.863,13.373,13.287,16.037,12.316,9.8619
553,ZP_00516047 CwatDRAFT_3956 Ribosomal protein S20p [Crocosphaera watsonii WH 8501],638431322,11 kDa,,4.8406,7.8245,17.413,22.404,13.186,8.7482,17.339,21.015,11.243,5.0115,20.233,22.682
554,ZP_00517334 CwatDRAFT_2579 Protein phosphatase 2C-like [Crocosphaera watsonii WH 8501],638432617,89 kDa,,0.96812,0.97807,2.9022,1.1202,0,1.0935,2.7377,0,2.0441,2.0046,2.639,0
555,ZP_00514740 CwatDRAFT_5562 Beta-ketoacyl synthase:Acyl transferase region [Crocosphaera watsonii WH 8501],638430002,150 kDa,,0,0.97807,1.9348,0,0,0,0,0,1.0221,0,1.7594,2.9586
556,ZP_00518019 CwatDRAFT_1807 Protein of unknown function DUF224 [Crocosphaera watsonii WH 8501],638433301,34 kDa,,7.745,12.715,17.413,11.202,3.5963,6.5611,5.4754,1.9105,3.0662,5.0115,9.6765,9.8619
557,ZP_00515833 CwatDRAFT_4231 Protein of unknown function DUF541 [Crocosphaera watsonii WH 8501],638431040,26 kDa,,10.649,16.627,12.576,12.322,22.776,10.935,8.2131,9.5523,20.441,20.046,7.9171,12.82
558,ZP_00515055 CwatDRAFT_4970 Transcription-repair coupling factor [Crocosphaera watsonii WH 8501],638430320,133 kDa,,0.96812,0.97807,0.96741,0,0,0,0.91256,0.95523,1.0221,2.0046,0,1.9724
559,ZP_00516968 CwatDRAFT_2830 Leucine-rich repeat [Crocosphaera watsonii WH 8501],638432230,83 kDa,,2.9044,4.8903,5.8044,6.7211,2.3975,1.0935,2.7377,1.9105,4.0883,3.0069,4.3984,2.9586
560,"ZP_00516552 CwatDRAFT_3335 Peptidase U62, modulator of DNA gyrase [Crocosphaera watsonii WH 8501]",638431845,48 kDa,,27.107,8.8026,9.6741,6.7211,3.5963,4.3741,5.4754,4.7761,5.1104,7.0161,3.5187,3.9448
561,ZP_00517030 CwatDRAFT_2396 SecY protein [Crocosphaera watsonii WH 8501],638432309,47 kDa,,7.745,11.737,11.609,8.9615,13.186,13.122,10.038,10.508,8.1766,12.028,9.6765,15.779
562,ZP_00514358 CwatDRAFT_5899 ABC transporter [Crocosphaera watsonii WH 8501],638429617,67 kDa,,0,5.8684,7.7393,4.4807,7.1926,3.2806,2.7377,1.9105,2.0441,4.0092,4.3984,6.9033
563,ZP_00514066 CwatDRAFT_6471 NAD+ synthase [Crocosphaera watsonii WH 8501],638429323,62 kDa,,1.9362,4.8903,7.7393,4.4807,4.795,13.122,10.038,8.597,5.1104,8.0184,12.316,2.9586
564,ZP_00514659 CwatDRAFT_5512 Deoxyribodipyrimidine photolyase [Crocosphaera watsonii WH 8501],638429921,60 kDa,,0,1.9561,4.837,2.2404,1.1988,4.3741,5.4754,4.7761,3.0662,4.0092,6.1578,6.9033
565,ZP_00518798 CwatDRAFT_0949 IspG protein [Crocosphaera watsonii WH 8501],638434087,45 kDa,,3.8725,9.7807,7.7393,5.6009,1.1988,2.187,1.8251,0.95523,1.0221,5.0115,8.7968,6.9033
566,ZP_00519340 CwatDRAFT_0344 Glucosamine/galactosamine-6-phosphate isomerase [Crocosphaera watsonii WH 8501],638434629,29 kDa,,7.745,11.737,14.511,13.442,13.186,10.935,14.601,15.284,9.1987,11.025,14.955,14.793
567,ZP_00514155 CwatDRAFT_6424 Ribosomal protein S16 [Crocosphaera watsonii WH 8501],638429413,9 kDa,,13.554,3.9123,2.9022,5.6009,5.9938,5.4676,5.4754,4.7761,7.1545,6.0138,3.5187,4.9309
568,ZP_00514189 CwatDRAFT_6402 UvrD/REP helicase [Crocosphaera watsonii WH 8501],638429447,82 kDa,,0.96812,3.9123,3.8696,3.3606,1.1988,3.2806,1.8251,4.7761,3.0662,3.0069,3.5187,2.9586
569,ZP_00514203 CwatDRAFT_5986 Glutamyl-tRNA synthetase bacterial/mitochondrial [Crocosphaera watsonii WH 8501],638429461,55 kDa,,0,2.9342,5.8044,2.2404,0,3.2806,3.6502,0.95523,1.0221,2.0046,7.0374,5.9171
570,ZP_00514458 CwatDRAFT_5857 Methylthioadenosine phosphorylase [Crocosphaera watsonii WH 8501],638429718,32 kDa,,0.96812,2.9342,2.9022,2.2404,0,3.2806,1.8251,1.9105,0,2.0046,1.7594,1.9724
571,"ZP_00515778 CwatDRAFT_4172 3,4-Dihydroxy-2-butanone 4-phosphate synthase:GTP cyclohydrolase II [Crocosphaera watsonii WH 8501]",638431056,63 kDa,,0,0.97807,0.96741,3.3606,3.5963,5.4676,4.5628,3.8209,0,0,0,0
572,ZP_00516350 CwatDRAFT_3563 similar to Uncharacterized protein conserved in bacteria [Crocosphaera watsonii WH 8501],638431627,31 kDa,,0,0.97807,1.9348,2.2404,1.1988,1.0935,3.6502,1.9105,1.0221,1.0023,0.87968,1.9724
573,"ZP_00514764 CwatDRAFT_5572 Aminotransferase, class I and II [Crocosphaera watsonii WH 8501]",638430026,46 kDa,,0,0.97807,3.8696,3.3606,1.1988,1.0935,7.3005,3.8209,0,1.0023,3.5187,2.9586
574,ZP_00518417 CwatDRAFT_0991 Plastoquinol--plastocyanin reductase [Crocosphaera watsonii WH 8501],638433692,16 kDa,,5.8087,4.8903,13.544,10.082,9.5901,4.3741,5.4754,4.7761,5.1104,7.0161,10.556,9.8619
575,ZP_00517215 CwatDRAFT_3126 Periplasmic solute binding protein [Crocosphaera watsonii WH 8501],638432487,36 kDa,,0,13.693,11.609,16.803,15.584,15.309,13.688,15.284,13.287,14.032,18.473,14.793
576,ZP_00514908 CwatDRAFT_4890 DNA topoisomerase (ATP-hydrolyzing) [Crocosphaera watsonii WH 8501],638430170,94 kDa,TRUE,0.96812,0,0.96741,0,0,0,2.7377,0,1.0221,2.0046,1.7594,3.9448
577,ZP_00516616 CwatDRAFT_3437 Anion-transporting ATPase [Crocosphaera watsonii WH 8501],638431895,45 kDa,,1.9362,5.8684,11.609,5.6009,1.1988,1.0935,4.5628,4.7761,0,4.0092,8.7968,12.82
578,ZP_00516648 CwatDRAFT_3148 hypothetical protein [Crocosphaera watsonii WH 8501],638431917,11 kDa,,0.96812,12.715,13.544,14.562,20.379,14.216,10.951,12.418,20.441,16.037,12.316,12.82
579,ZP_00517761 CwatDRAFT_2127 hypothetical protein [Crocosphaera watsonii WH 8501],638433052,19 kDa,,15.49,19.561,12.576,13.442,8.3913,8.7482,8.2131,4.7761,2.0441,8.0184,14.955,10.848
580,ZP_00517158 CwatDRAFT_2891 hypothetical protein [Crocosphaera watsonii WH 8501],638432439,29 kDa,,5.8087,7.8245,15.479,12.322,13.186,17.496,13.688,11.463,11.243,11.025,12.316,11.834
581,ZP_00516685 CwatDRAFT_2761 Radical SAM [Crocosphaera watsonii WH 8501],638431934,54 kDa,,0,2.9342,4.837,12.322,4.795,2.187,0.91256,0,0,0,1.7594,2.9586
582,ZP_00516249 CwatDRAFT_3661 Mce4/Rv3499c/MTV023.06c protein [Crocosphaera watsonii WH 8501],638431528,50 kDa,,4.8406,14.671,15.479,16.803,21.578,8.7482,10.951,9.5523,16.353,14.032,9.6765,13.807
583,"ZP_00518196 CwatDRAFT_1722 Peptidase U62, modulator of DNA gyrase [Crocosphaera watsonii WH 8501]",638433476,50 kDa,,0,0.97807,0,2.2404,0,0,0,0.95523,0,0,1.7594,0
584,"ZP_00515824 CwatDRAFT_4221 Ferredoxin thioredoxin reductase, beta chain [Crocosphaera watsonii WH 8501]",638431055,14 kDa,,2.9044,3.9123,3.8696,3.3606,1.1988,0,0,0,2.0441,5.0115,5.2781,3.9448
585,ZP_00517272 CwatDRAFT_2982 Cell envelope-related transcriptional attenuator [Crocosphaera watsonii WH 8501],638432545,54 kDa,,0.96812,6.8465,5.8044,5.6009,2.3975,1.0935,0.91256,1.9105,1.0221,4.0092,3.5187,3.9448
586,ZP_00518792 CwatDRAFT_0943 hypothetical protein [Crocosphaera watsonii WH 8501],638434081,32 kDa,,8.7131,13.693,13.544,13.442,10.789,12.029,13.688,12.418,9.1987,9.0207,15.834,16.765
587,ZP_00515726 CwatDRAFT_4253 Phosphoglucomutase/phosphomannomutase C terminal:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III [Crocosphaera watsonii WH 8501],638431020,56 kDa,,6.7769,9.7807,8.7067,12.322,9.5901,12.029,10.038,13.373,8.1766,7.0161,15.834,15.779
588,ZP_00518401 CwatDRAFT_1272 Arginine biosynthesis protein ArgJ [Crocosphaera watsonii WH 8501],638433691,44 kDa,,1.9362,5.8684,5.8044,2.2404,3.5963,0,1.8251,3.8209,0,3.0069,7.9171,2.9586
589,ZP_00514456 CwatDRAFT_5859 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429716,32 kDa,,2.9044,11.737,9.6741,13.442,15.584,16.403,15.514,15.284,17.375,19.044,10.556,10.848
590,ZP_00514467 CwatDRAFT_5850 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429727,10 kDa,,1.9362,3.9123,1.9348,1.1202,1.1988,1.0935,2.7377,0.95523,3.0662,3.0069,1.7594,2.9586
591,ZP_00515748 CwatDRAFT_4276 Protein of unknown function DUF336 [Crocosphaera watsonii WH 8501],638431016,13 kDa,,15.49,11.737,11.609,8.9615,9.5901,4.3741,7.3005,13.373,4.0883,4.0092,11.436,10.848
592,"ZP_00518677 CwatDRAFT_1390 Peptidase S1, chymotrypsin:PDZ/DHR/GLGF [Crocosphaera watsonii WH 8501]",638433961,39 kDa,,1.9362,4.8903,3.8696,3.3606,11.988,7.6547,4.5628,0.95523,3.0662,3.0069,1.7594,0
593,ZP_00514939 CwatDRAFT_5190 HDIG [Crocosphaera watsonii WH 8501],638430201,95 kDa,,0,0,0,1.1202,0,0,0,0,0,0,0,0
594,"ZP_00517993 CwatDRAFT_2148 regulatory protein, LuxR:Response regulator receiver [Crocosphaera watsonii WH 8501]",638433280,26 kDa,,2.9044,12.715,12.576,11.202,10.789,9.8417,8.2131,11.463,9.1987,13.03,11.436,10.848
595,ZP_00513669 CwatDRAFT_6676 Retinal pigment epithelial membrane protein [Crocosphaera watsonii WH 8501],638428923,52 kDa,,0,6.8465,7.7393,6.7211,5.9938,3.2806,2.7377,4.7761,1.0221,4.0092,10.556,10.848
596,"ZP_00515816 CwatDRAFT_4213 Glycosyl transferase, group 1 [Crocosphaera watsonii WH 8501]",638431077,48 kDa,,1.9362,3.9123,2.9022,2.2404,2.3975,3.2806,4.5628,3.8209,2.0441,4.0092,3.5187,2.9586
597,"ZP_00513935 CwatDRAFT_6237 Respiratory-chain NADH dehydrogenase, subunit 1 [Crocosphaera watsonii WH 8501]",638429190,41 kDa,,20.331,15.649,13.544,19.043,10.789,15.309,8.2131,6.6866,7.1545,9.0207,10.556,9.8619
598,ZP_00517606 CwatDRAFT_2082 Molybdenum cofactor biosynthesis protein [Crocosphaera watsonii WH 8501],638432889,44 kDa,,2.9044,7.8245,10.641,5.6009,5.9938,5.4676,7.3005,3.8209,5.1104,7.0161,8.7968,6.9033
599,"ZP_00515234 CwatDRAFT_4695 Elongation factor G, C-terminal [Crocosphaera watsonii WH 8501]",638430521,17 kDa,,4.8406,8.8026,11.609,7.8413,7.1926,10.935,14.601,12.418,10.221,12.028,12.316,10.848
600,ZP_00514743 CwatDRAFT_5565 luciferase [Crocosphaera watsonii WH 8501],638430005,39 kDa,,6.7769,8.8026,7.7393,5.6009,5.9938,13.122,7.3005,5.7314,5.1104,8.0184,8.7968,10.848
601,"ZP_00516356 CwatDRAFT_3569 Glycoside hydrolase, family 57 [Crocosphaera watsonii WH 8501]",638431640,63 kDa,,0,0.97807,1.9348,2.2404,0,2.187,1.8251,1.9105,0,1.0023,1.7594,2.9586
602,"ZP_00517548 CwatDRAFT_2171 FAD linked oxidase, N-terminal [Crocosphaera watsonii WH 8501]",638432827,49 kDa,,0,7.8245,9.6741,7.8413,2.3975,5.4676,7.3005,7.6418,2.0441,2.0046,12.316,12.82
603,"ZP_00517896 CwatDRAFT_1752 extracellular solute-binding protein, family 5 [Crocosphaera watsonii WH 8501]",638433180,65 kDa,,10.649,4.8903,6.7718,5.6009,4.795,6.5611,6.3879,6.6866,8.1766,7.0161,8.7968,8.8757
604,ZP_00518949 CwatDRAFT_0322 hypothetical protein [Crocosphaera watsonii WH 8501],638434241,35 kDa,,9.6812,16.627,10.641,16.803,7.1926,10.935,11.863,9.5523,7.1545,7.0161,14.075,7.8895
605,ZP_00515129 CwatDRAFT_5010 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430394,34 kDa,,2.9044,8.8026,8.7067,8.9615,11.988,10.935,12.776,12.418,13.287,15.034,7.9171,8.8757
606,ZP_00517137 CwatDRAFT_2673 similar to Glutathione S-transferase [Crocosphaera watsonii WH 8501],638432417,47 kDa,,0,0.97807,1.9348,2.2404,0,1.0935,0,0,0,0,0.87968,1.9724
607,ZP_00513729 CwatDRAFT_6122 Copper response defect 1 [Crocosphaera watsonii WH 8501],638428984,41 kDa,TRUE,7.745,10.759,7.7393,2.2404,2.3975,1.0935,1.8251,0.95523,3.0662,4.0092,7.0374,10.848
608,ZP_00515243 CwatDRAFT_4704 Protein of unknown function CP12 [Crocosphaera watsonii WH 8501],638430536,8 kDa,,22.267,23.474,20.316,25.764,37.162,17.496,17.339,19.105,24.53,26.06,20.233,13.807
609,ZP_00517027 CwatDRAFT_2393 Ribosomal protein L18 [Crocosphaera watsonii WH 8501],638432306,13 kDa,,8.7131,6.8465,7.7393,12.322,7.1926,8.7482,14.601,18.149,11.243,7.0161,16.714,13.807
610,ZP_00518994 CwatDRAFT_0628 hypothetical protein [Crocosphaera watsonii WH 8501],638434284,19 kDa,,7.745,14.671,19.348,12.322,15.584,15.309,17.339,13.373,12.265,17.039,18.473,11.834
611,ZP_00515304 CwatDRAFT_4775 probable delta(24)-sterol C-methyltransferase [Crocosphaera watsonii WH 8501],638430649,37 kDa,,0.96812,10.759,8.7067,7.8413,5.9938,1.0935,3.6502,5.7314,3.0662,5.0115,7.0374,7.8895
612,ZP_00513953 CwatDRAFT_6251 Beta-lactamase-like:Flavin reductase-like:Flavodoxin/nitric oxide synthase [Crocosphaera watsonii WH 8501],638429210,63 kDa,,0,3.9123,5.8044,0,0,0,0,0.95523,0,0,6.1578,5.9171
613,ZP_00518817 CwatDRAFT_0788 hypothetical protein [Crocosphaera watsonii WH 8501],638434101,17 kDa,,22.267,13.693,7.7393,4.4807,8.3913,6.5611,9.1256,11.463,17.375,15.034,9.6765,5.9171
614,ZP_00514756 CwatDRAFT_5701 unknown protein [Crocosphaera watsonii WH 8501],638430018,31 kDa,,0.96812,4.8903,6.7718,8.9615,3.5963,9.8417,7.3005,8.597,3.0662,1.0023,10.556,10.848
615,ZP_00518851 CwatDRAFT_0409 HEAT:PBS lyase HEAT-like repeat [Crocosphaera watsonii WH 8501],638434132,31 kDa,,8.7131,10.759,6.7718,6.7211,3.5963,6.5611,3.6502,6.6866,8.1766,10.023,7.0374,9.8619
616,ZP_00515261 CwatDRAFT_4729 Acetyl-CoA biotin carboxyl carrier [Crocosphaera watsonii WH 8501],638430575,17 kDa,,3.8725,9.7807,11.609,11.202,10.789,10.935,11.863,11.463,10.221,10.023,9.6765,9.8619
617,ZP_00517317 CwatDRAFT_2921 ABC-1 [Crocosphaera watsonii WH 8501],638432603,67 kDa,,1.9362,5.8684,3.8696,2.2404,3.5963,3.2806,1.8251,2.8657,2.0441,4.0092,6.1578,2.9586
618,ZP_00515274 CwatDRAFT_4742 Antitermination protein NusB [Crocosphaera watsonii WH 8501],638430603,24 kDa,,9.6812,10.759,10.641,7.8413,9.5901,9.8417,7.3005,10.508,12.265,12.028,7.0374,7.8895
619,ZP_00515931 CwatDRAFT_3997 Single-strand binding protein [Crocosphaera watsonii WH 8501],638431199,14 kDa,,3.8725,8.8026,7.7393,7.8413,9.5901,6.5611,4.5628,5.7314,6.1324,8.0184,7.9171,8.8757
620,ZP_00514473 CwatDRAFT_5405 Streptomyces cyclase/dehydrase [Crocosphaera watsonii WH 8501],638429733,17 kDa,,4.8406,10.759,8.7067,7.8413,13.186,8.7482,9.1256,11.463,7.1545,10.023,9.6765,8.8757
621,ZP_00514868 CwatDRAFT_5617 2-isopropylmalate synthase/homocitrate synthase [Crocosphaera watsonii WH 8501],638430130,60 kDa,,0.96812,6.8465,2.9022,1.1202,1.1988,1.0935,3.6502,2.8657,2.0441,3.0069,5.2781,3.9448
622,"ZP_00515242 CwatDRAFT_4703 Acetolactate synthase, small subunit [Crocosphaera watsonii WH 8501]",638430535,19 kDa,,9.6812,5.8684,6.7718,6.7211,10.789,8.7482,10.951,12.418,15.331,12.028,8.7968,7.8895
623,ZP_00517679 CwatDRAFT_1949 Protein of unknown function DUF820 [Crocosphaera watsonii WH 8501],638432953,27 kDa,,0.96812,3.9123,5.8044,1.1202,2.3975,2.187,3.6502,2.8657,2.0441,6.0138,3.5187,3.9448
624,ZP_00514600 CwatDRAFT_5476 Methylenetetrahydrofolate reductase [Crocosphaera watsonii WH 8501],638429861,33 kDa,,2.9044,7.8245,11.609,5.6009,1.1988,3.2806,0.91256,1.9105,2.0441,3.0069,7.0374,4.9309
625,ZP_00515014 CwatDRAFT_4940 Phosphoribosylglycinamide formyltransferase [Crocosphaera watsonii WH 8501],638430279,23 kDa,,0.96812,4.8903,5.8044,8.9615,3.5963,5.4676,5.4754,5.7314,6.1324,8.0184,6.1578,5.9171
626,ZP_00515552 CwatDRAFT_4630 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430722,40 kDa,,1.9362,4.8903,5.8044,3.3606,2.3975,3.2806,3.6502,5.7314,3.0662,5.0115,7.0374,4.9309
627,ZP_00513730 CwatDRAFT_6644 UDP-N-acetylglucosamine pyrophosphorylase [Crocosphaera watsonii WH 8501],638428985,50 kDa,,4.8406,4.8903,7.7393,7.8413,5.9938,7.6547,8.2131,10.508,10.221,11.025,10.556,9.8619
628,ZP_00514382 CwatDRAFT_5348 Aldo/keto reductase [Crocosphaera watsonii WH 8501],638429642,34 kDa,,2.9044,7.8245,10.641,5.6009,2.3975,4.3741,5.4754,1.9105,1.0221,5.0115,3.5187,3.9448
629,ZP_00514530 CwatDRAFT_5822 ABC transporter [Crocosphaera watsonii WH 8501],638429791,72 kDa,,1.9362,2.9342,3.8696,4.4807,2.3975,2.187,1.8251,2.8657,2.0441,1.0023,1.7594,1.9724
630,"ZP_00517099 CwatDRAFT_2650 Glycosyl transferase, family 9 [Crocosphaera watsonii WH 8501]",638432383,38 kDa,,18.394,13.693,16.446,12.322,15.584,15.309,12.776,14.328,10.221,11.025,13.195,13.807
631,ZP_00518494 CwatDRAFT_1233 hypothetical protein [Crocosphaera watsonii WH 8501],638433781,59 kDa,,0.96812,7.8245,3.8696,6.7211,2.3975,1.0935,0,1.9105,0,2.0046,3.5187,5.9171
632,ZP_00517489 CwatDRAFT_2246 Photosystem II reaction center protein PsbP [Crocosphaera watsonii WH 8501],638432773,21 kDa,,15.49,12.715,10.641,13.442,13.186,13.122,9.1256,9.5523,14.309,14.032,11.436,11.834
633,ZP_00513793 CwatDRAFT_6161 FAD-dependent pyridine nucleotide-disulphide oxidoreductase [Crocosphaera watsonii WH 8501],638429048,45 kDa,,0.96812,0,3.8696,10.082,3.5963,4.3741,5.4754,4.7761,4.0883,6.0138,6.1578,9.8619
634,ZP_00514250 CwatDRAFT_5264 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638429509,66 kDa,,3.8725,7.8245,5.8044,6.7211,5.9938,8.7482,5.4754,6.6866,10.221,12.028,2.639,7.8895
635,ZP_00515362 CwatDRAFT_4835 Delta 1-pyrroline-5-carboxylate reductase [Crocosphaera watsonii WH 8501],638430550,27 kDa,,7.745,13.693,13.544,11.202,11.988,10.935,12.776,10.508,10.221,9.0207,14.075,16.765
636,ZP_00516647 CwatDRAFT_3147 Uracil phosphoribosyl transferase [Crocosphaera watsonii WH 8501],638431918,24 kDa,,0.96812,3.9123,7.7393,5.6009,4.795,8.7482,5.4754,6.6866,6.1324,6.0138,8.7968,6.9033
637,ZP_00517189 CwatDRAFT_2610 hypothetical protein [Crocosphaera watsonii WH 8501],638432473,13 kDa,,1.9362,3.9123,2.9022,3.3606,7.1926,5.4676,3.6502,5.7314,9.1987,10.023,5.2781,5.9171
638,"ZP_00517851 CwatDRAFT_1835 3'-5' exoribonuclease, VacB and RNase II [Crocosphaera watsonii WH 8501]",638433128-DECOY,?,,0,0,0,0,0,0,0,0,0,0,0,0.98619
639,ZP_00515720 CwatDRAFT_4247 L-lactate dehydrogenase (cytochrome) [Crocosphaera watsonii WH 8501],638431007,43 kDa,,4.8406,5.8684,7.7393,3.3606,3.5963,2.187,7.3005,3.8209,5.1104,4.0092,4.3984,5.9171
640,ZP_00516636 CwatDRAFT_3136 hypothetical protein [Crocosphaera watsonii WH 8501],638431925,14 kDa,,3.8725,7.8245,7.7393,11.202,5.9938,0,0,0,4.0883,11.025,11.436,13.807
641,ZP_00514707 CwatDRAFT_5543 Protein of unknown function DUF88 [Crocosphaera watsonii WH 8501],638429969,15 kDa,,0,2.9342,1.9348,12.322,20.379,13.122,10.951,13.373,7.1545,6.0138,3.5187,2.9586
642,ZP_00517104 CwatDRAFT_2655 Secretion protein HlyD [Crocosphaera watsonii WH 8501],638432391,54 kDa,,1.9362,3.9123,3.8696,2.2404,4.795,5.4676,1.8251,6.6866,4.0883,3.0069,3.5187,1.9724
643,ZP_00517796 CwatDRAFT_3060 SAICAR synthetase [Crocosphaera watsonii WH 8501],638433079,28 kDa,,2.9044,4.8903,5.8044,5.6009,8.3913,3.2806,5.4754,4.7761,4.0883,5.0115,6.1578,5.9171
644,ZP_00515990 CwatDRAFT_3729 Ribosomal protein L21 [Crocosphaera watsonii WH 8501],638431269,14 kDa,,7.745,7.8245,14.511,12.322,11.988,9.8417,16.426,12.418,15.331,8.0184,14.955,11.834
645,"ZP_00517038 CwatDRAFT_2404 Ribosomal protein L13, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638432317,18 kDa,,5.8087,0,3.8696,6.7211,8.3913,5.4676,6.3879,5.7314,7.1545,7.0161,6.1578,4.9309
646,ZP_00518071 CwatDRAFT_1414 Glutamate-5-semialdehyde dehydrogenase [Crocosphaera watsonii WH 8501],638433360,47 kDa,,0.96812,5.8684,3.8696,2.2404,2.3975,3.2806,7.3005,6.6866,2.0441,5.0115,4.3984,2.9586
647,ZP_00518393 CwatDRAFT_1345 Low molecular weight phosphotyrosine protein phosphatase [Crocosphaera watsonii WH 8501],638433678,18 kDa,,1.9362,4.8903,5.8044,4.4807,3.5963,2.187,6.3879,6.6866,3.0662,3.0069,6.1578,4.9309
648,ZP_00518945 CwatDRAFT_0694 Cytochrome P450 [Crocosphaera watsonii WH 8501],638434234,53 kDa,,2.9044,3.9123,1.9348,0,0,0,0.91256,1.9105,0,1.0023,1.7594,1.9724
649,"ZP_00518325 CwatDRAFT_1056 Glycosyl transferase, family 2:TPR repeat:TPR repeat [Crocosphaera watsonii WH 8501]",638433610,45 kDa,,0.96812,3.9123,0.96741,1.1202,1.1988,2.187,2.7377,1.9105,1.0221,3.0069,2.639,2.9586
650,"ZP_00513858 CwatDRAFT_6579 Cysteine desulphurases, SufS [Crocosphaera watsonii WH 8501]",638429113,46 kDa,,4.8406,6.8465,7.7393,3.3606,5.9938,6.5611,9.1256,6.6866,5.1104,9.0207,6.1578,4.9309
651,ZP_00515015 CwatDRAFT_4941 conserved hypothetical protein [Crocosphaera watsonii WH 8501],638430280,34 kDa,,5.8087,4.8903,4.837,1.1202,0,1.0935,0.91256,1.9105,0,1.0023,1.7594,1.9724
652,ZP_00517282 CwatDRAFT_3165 Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen [Crocosphaera watsonii WH 8501],638432570,22 kDa,,8.7131,16.627,18.381,24.644,16.783,22.964,19.164,16.239,12.265,12.028,15.834,15.779
653,"ZP_00518720 CwatDRAFT_0834 Cyclic nucleotide-binding:Bacterial regulatory protein, Crp [Crocosphaera watsonii WH 8501]",638434010,25 kDa,,2.9044,2.9342,1.9348,8.9615,1.1988,5.4676,4.5628,8.597,4.0883,3.0069,4.3984,4.9309
654,ZP_00513853 CwatDRAFT_6582 Conserved hypothetical protein YfcH [Crocosphaera watsonii WH 8501],638429108,34 kDa,,5.8087,10.759,14.511,6.7211,14.385,5.4676,7.3005,6.6866,7.1545,11.025,10.556,11.834
655,ZP_00518756 CwatDRAFT_0818 Protein of unknown function DUF152 [Crocosphaera watsonii WH 8501],638434045,29 kDa,,2.9044,9.7807,10.641,10.082,11.988,10.935,11.863,9.5523,6.1324,10.023,14.075,10.848
656,ZP_00514134 CwatDRAFT_6361 Thioester reductase [Crocosphaera watsonii WH 8501],638429392,116 kDa,,0,0,0.96741,0,0,1.0935,0,0.95523,2.0441,0,1.7594,2.9586
657,"ZP_00514516 CwatDRAFT_5828 Ribosomal protein L20, bacterial and organelle form [Crocosphaera watsonii WH 8501]",638429776,14 kDa,,6.7769,8.8026,6.7718,14.562,7.1926,7.6547,9.1256,9.5523,8.1766,10.023,6.1578,9.8619
658,ZP_00515671 CwatDRAFT_4357 D-alanine--D-alanine ligase [Crocosphaera watsonii WH 8501],638430939,38 kDa,,1.9362,7.8245,8.7067,5.6009,5.9938,6.5611,5.4754,5.7314,4.0883,5.0115,11.436,2.9586
659,ZP_00518739 CwatDRAFT_0919 Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen [Crocosphaera watsonii WH 8501],638434031,18 kDa,,4.8406,4.8903,9.6741,7.8413,7.1926,8.7482,9.1256,9.5523,10.221,13.03,10.556,8.8757
660,ZP_00517850 CwatDRAFT_1834 similar to Uncharacterized protein conserved in bacteria [Crocosphaera watsonii WH 8501],638433133,13 kDa,,29.044,13.693,9.6741,13.442,19.18,9.8417,10.951,4.7761,16.353,18.041,7.0374,5.9171
661,"ZP_00517808 CwatDRAFT_1783 AP endonuclease, family 1:Exodeoxyribonuclease III xth [Crocosphaera watsonii WH 8501]",638433092,31 kDa,,1.9362,2.9342,4.837,4.4807,2.3975,6.5611,3.6502,4.7761,2.0441,5.0115,4.3984,4.9309
